event_type, timestamp, participant_id, condition, with_autocompletion, entered_content, start_time_in_s, end_time_in_s, duration_in_s
EventTypes.KEY_PRESSED,1621446145.540117,3,with_autocompletion_text_1,True,a,1621446145.540118,1621446145.5401182,0
EventTypes.KEY_PRESSED,1621446145.9921155,3,with_autocompletion_text_1,True,,1621446145.9921162,1621446145.9921165,0
EventTypes.KEY_PRESSED,1621446146.1320438,3,with_autocompletion_text_1,True,,1621446146.1320448,1621446146.132045,0
EventTypes.KEY_PRESSED,1621446146.2156365,3,with_autocompletion_text_1,True,d,1621446146.2156374,1621446146.2156374,0
EventTypes.KEY_PRESSED,1621446146.340075,3,with_autocompletion_text_1,True,a,1621446146.340076,1621446146.340076,0
EventTypes.KEY_PRESSED,1621446146.6041334,3,with_autocompletion_text_1,True,r,1621446146.6041346,1621446146.6041346,0
EventTypes.KEY_PRESSED,1621446147.9800568,3,with_autocompletion_text_1,True, ,1621446147.9800577,1621446147.980058,0
EventTypes.WORD_TYPED,1621446147.9801245,3,with_autocompletion_text_1,True,None,1621446147.9801228,1621446146.2156894,1.7644333839416504
EventTypes.KEY_PRESSED,1621446148.1560912,3,with_autocompletion_text_1,True,l,1621446148.1560922,1621446148.1560924,0
EventTypes.KEY_PRESSED,1621446148.2481987,3,with_autocompletion_text_1,True,e,1621446148.2482,1621446148.2482002,0
EventTypes.KEY_PRESSED,1621446148.4561195,3,with_autocompletion_text_1,True,i,1621446148.4561205,1621446148.4561207,0
EventTypes.KEY_PRESSED,1621446150.592104,3,with_autocompletion_text_1,True,.,1621446150.5921052,1621446150.5921054,0
EventTypes.WORD_TYPED,1621446150.5921645,3,with_autocompletion_text_1,True,None,1621446150.5921633,1621446148.1561549,2.4360084533691406
EventTypes.SENTENCE_TYPED,1621446150.5921817,3,with_autocompletion_text_1,True,"Eine wunderbare Heiterkeit hat meine ganze Seele eingenommen, gleich den süßen Frühlingsmorgen, die ich mit ganzem Herzen genieße.",1621446150.592181,1621446023.5402102,127.05197072029114
EventTypes.KEY_PRESSED,1621446157.5272229,3,no_autocompletion_text_1,False,,1621446157.527223,1621446157.5272233,0
EventTypes.KEY_PRESSED,1621446158.0436275,3,no_autocompletion_text_1,False,E,1621446158.0436282,1621446158.0436285,0
EventTypes.KEY_PRESSED,1621446158.2230394,3,no_autocompletion_text_1,False,i,1621446158.2230403,1621446158.2230406,0
EventTypes.KEY_PRESSED,1621446158.4350471,3,no_autocompletion_text_1,False,n,1621446158.4350479,1621446158.435048,0
EventTypes.KEY_PRESSED,1621446158.603037,3,no_autocompletion_text_1,False,e,1621446158.6030378,1621446158.6030383,0
EventTypes.KEY_PRESSED,1621446159.0070577,3,no_autocompletion_text_1,False, ,1621446159.0070584,1621446159.0070586,0
EventTypes.WORD_TYPED,1621446159.0071042,3,no_autocompletion_text_1,False,Eine,1621446159.0071032,1621446158.0436826,0.9634206295013428
EventTypes.KEY_PRESSED,1621446159.3190968,3,no_autocompletion_text_1,False,w,1621446159.3190978,1621446159.319098,0
EventTypes.KEY_PRESSED,1621446159.4227912,3,no_autocompletion_text_1,False,u,1621446159.4227922,1621446159.4227922,0
EventTypes.KEY_PRESSED,1621446159.611079,3,no_autocompletion_text_1,False,n,1621446159.6110797,1621446159.61108,0
EventTypes.KEY_PRESSED,1621446159.7029467,3,no_autocompletion_text_1,False,d,1621446159.7029476,1621446159.7029476,0
EventTypes.KEY_PRESSED,1621446159.852792,3,no_autocompletion_text_1,False,e,1621446159.852793,1621446159.8527935,0
EventTypes.KEY_PRESSED,1621446160.0031042,3,no_autocompletion_text_1,False,r,1621446160.0031052,1621446160.0031052,0
EventTypes.KEY_PRESSED,1621446160.3509927,3,no_autocompletion_text_1,False,b,1621446160.3509934,1621446160.3509936,0
EventTypes.KEY_PRESSED,1621446160.5350006,3,no_autocompletion_text_1,False,a,1621446160.5350015,1621446160.5350015,0
EventTypes.KEY_PRESSED,1621446160.6553738,3,no_autocompletion_text_1,False,r,1621446160.6553745,1621446160.6553748,0
EventTypes.KEY_PRESSED,1621446160.7670755,3,no_autocompletion_text_1,False,e,1621446160.7670763,1621446160.7670765,0
EventTypes.KEY_PRESSED,1621446161.1390572,3,no_autocompletion_text_1,False, ,1621446161.139058,1621446161.139058,0
EventTypes.WORD_TYPED,1621446161.139103,3,no_autocompletion_text_1,False,wunderbare,1621446161.1391017,1621446159.3191504,1.8199512958526611
EventTypes.KEY_PRESSED,1621446161.2591937,3,no_autocompletion_text_1,False,,1621446161.2591946,1621446161.2591949,0
EventTypes.KEY_PRESSED,1621446161.4230871,3,no_autocompletion_text_1,False,H,1621446161.4230878,1621446161.423088,0
EventTypes.KEY_PRESSED,1621446161.647716,3,no_autocompletion_text_1,False,e,1621446161.6477177,1621446161.6477177,0
EventTypes.KEY_PRESSED,1621446161.7869732,3,no_autocompletion_text_1,False,i,1621446161.7869742,1621446161.7869744,0
EventTypes.KEY_PRESSED,1621446161.9510233,3,no_autocompletion_text_1,False,t,1621446161.9510243,1621446161.9510245,0
EventTypes.KEY_PRESSED,1621446162.12302,3,no_autocompletion_text_1,False,e,1621446162.123021,1621446162.1230211,0
EventTypes.KEY_PRESSED,1621446162.2230413,3,no_autocompletion_text_1,False,r,1621446162.223042,1621446162.2230422,0
EventTypes.KEY_PRESSED,1621446162.4110003,3,no_autocompletion_text_1,False,k,1621446162.4110012,1621446162.4110014,0
EventTypes.KEY_PRESSED,1621446162.511011,3,no_autocompletion_text_1,False,e,1621446162.5110118,1621446162.5110118,0
EventTypes.KEY_PRESSED,1621446162.6767194,3,no_autocompletion_text_1,False,i,1621446162.6767204,1621446162.6767206,0
EventTypes.KEY_PRESSED,1621446162.8510993,3,no_autocompletion_text_1,False,t,1621446162.8511,1621446162.8511002,0
EventTypes.KEY_PRESSED,1621446162.9310539,3,no_autocompletion_text_1,False, ,1621446162.9310546,1621446162.9310546,0
EventTypes.WORD_TYPED,1621446162.9311006,3,no_autocompletion_text_1,False,Heiterkeit,1621446162.9310992,1621446161.423141,1.507958173751831
EventTypes.KEY_PRESSED,1621446163.1190672,3,no_autocompletion_text_1,False,h,1621446163.1190681,1621446163.1190681,0
EventTypes.KEY_PRESSED,1621446163.5350304,3,no_autocompletion_text_1,False,a,1621446163.5350308,1621446163.535031,0
EventTypes.KEY_PRESSED,1621446163.921872,3,no_autocompletion_text_1,False,t,1621446163.9218729,1621446163.921873,0
EventTypes.KEY_PRESSED,1621446164.0390122,3,no_autocompletion_text_1,False, ,1621446164.039013,1621446164.0390131,0
EventTypes.WORD_TYPED,1621446164.0390606,3,no_autocompletion_text_1,False,hat,1621446164.0390592,1621446163.1191208,0.919938325881958
EventTypes.KEY_PRESSED,1621446164.1869965,3,no_autocompletion_text_1,False,m,1621446164.1869974,1621446164.1869977,0
EventTypes.KEY_PRESSED,1621446164.2830055,3,no_autocompletion_text_1,False,e,1621446164.2830064,1621446164.2830064,0
EventTypes.KEY_PRESSED,1621446164.419065,3,no_autocompletion_text_1,False,i,1621446164.419066,1621446164.4190662,0
EventTypes.KEY_PRESSED,1621446164.6270983,3,no_autocompletion_text_1,False,n,1621446164.627099,1621446164.627099,0
EventTypes.KEY_PRESSED,1621446164.883068,3,no_autocompletion_text_1,False,e,1621446164.883069,1621446164.8830693,0
EventTypes.KEY_PRESSED,1621446165.0309875,3,no_autocompletion_text_1,False, ,1621446165.0309892,1621446165.0309892,0
EventTypes.WORD_TYPED,1621446165.0310493,3,no_autocompletion_text_1,False,meine,1621446165.0310476,1621446164.187059,0.8439886569976807
EventTypes.KEY_PRESSED,1621446165.239032,3,no_autocompletion_text_1,False,g,1621446165.239033,1621446165.239033,0
EventTypes.KEY_PRESSED,1621446165.3430302,3,no_autocompletion_text_1,False,a,1621446165.3430314,1621446165.3430314,0
EventTypes.KEY_PRESSED,1621446165.5086768,3,no_autocompletion_text_1,False,n,1621446165.508678,1621446165.508678,0
EventTypes.KEY_PRESSED,1621446165.6350183,3,no_autocompletion_text_1,False,z,1621446165.6350193,1621446165.6350193,0
EventTypes.KEY_PRESSED,1621446165.8110282,3,no_autocompletion_text_1,False,e,1621446165.8110292,1621446165.8110292,0
EventTypes.KEY_PRESSED,1621446165.9790168,3,no_autocompletion_text_1,False, ,1621446165.9790175,1621446165.9790177,0
EventTypes.WORD_TYPED,1621446165.979064,3,no_autocompletion_text_1,False,ganze,1621446165.9790628,1621446165.2390862,0.7399766445159912
EventTypes.KEY_PRESSED,1621446166.1071594,3,no_autocompletion_text_1,False,,1621446166.1071606,1621446166.1071606,0
EventTypes.KEY_PRESSED,1621446166.2550843,3,no_autocompletion_text_1,False,S,1621446166.255085,1621446166.2550852,0
EventTypes.KEY_PRESSED,1621446166.5496464,3,no_autocompletion_text_1,False,e,1621446166.549647,1621446166.5496476,0
EventTypes.KEY_PRESSED,1621446166.7231278,3,no_autocompletion_text_1,False,e,1621446166.7231286,1621446166.7231288,0
EventTypes.KEY_PRESSED,1621446166.8470533,3,no_autocompletion_text_1,False,l,1621446166.847054,1621446166.8470542,0
EventTypes.KEY_PRESSED,1621446167.0030153,3,no_autocompletion_text_1,False,e,1621446167.0030162,1621446167.0030165,0
EventTypes.KEY_PRESSED,1621446167.3510184,3,no_autocompletion_text_1,False, ,1621446167.3510194,1621446167.3510196,0
EventTypes.WORD_TYPED,1621446167.3510647,3,no_autocompletion_text_1,False,Seele,1621446167.351063,1621446166.2551522,1.0959107875823975
EventTypes.KEY_PRESSED,1621446167.5029535,3,no_autocompletion_text_1,False,e,1621446167.5029545,1621446167.5029545,0
EventTypes.KEY_PRESSED,1621446167.6110866,3,no_autocompletion_text_1,False,i,1621446167.6110878,1621446167.611088,0
EventTypes.KEY_PRESSED,1621446167.8350503,3,no_autocompletion_text_1,False,n,1621446167.835051,1621446167.8350513,0
EventTypes.KEY_PRESSED,1621446167.9670453,3,no_autocompletion_text_1,False,g,1621446167.9670463,1621446167.9670465,0
EventTypes.KEY_PRESSED,1621446168.0590515,3,no_autocompletion_text_1,False,e,1621446168.0590522,1621446168.0590525,0
EventTypes.KEY_PRESSED,1621446168.8031142,3,no_autocompletion_text_1,False,n,1621446168.803115,1621446168.8031154,0
EventTypes.KEY_PRESSED,1621446169.7950623,3,no_autocompletion_text_1,False,o,1621446169.7950633,1621446169.7950633,0
EventTypes.KEY_PRESSED,1621446169.9980416,3,no_autocompletion_text_1,False,m,1621446169.9980426,1621446169.9980426,0
EventTypes.KEY_PRESSED,1621446170.134021,3,no_autocompletion_text_1,False,m,1621446170.134022,1621446170.134022,0
EventTypes.KEY_PRESSED,1621446170.2860506,3,no_autocompletion_text_1,False,e,1621446170.2860518,1621446170.2860518,0
EventTypes.KEY_PRESSED,1621446170.4259663,3,no_autocompletion_text_1,False,n,1621446170.4259675,1621446170.4259677,0
EventTypes.KEY_PRESSED,1621446170.9500418,3,no_autocompletion_text_1,False,",",1621446170.9500432,1621446170.9500432,0
EventTypes.WORD_TYPED,1621446170.9501088,3,no_autocompletion_text_1,False,eingenommen,1621446170.9501073,1621446167.5030065,3.447100877761841
EventTypes.KEY_PRESSED,1621446171.142093,3,no_autocompletion_text_1,False, ,1621446171.1420941,1621446171.1420941,0
EventTypes.KEY_PRESSED,1621446171.281959,3,no_autocompletion_text_1,False,g,1621446171.2819602,1621446171.2819605,0
EventTypes.KEY_PRESSED,1621446171.358524,3,no_autocompletion_text_1,False,e,1621446171.3585253,1621446171.3585253,0
EventTypes.KEY_PRESSED,1621446171.4380813,3,no_autocompletion_text_1,False,l,1621446171.438082,1621446171.4380822,0
EventTypes.KEY_PRESSED,1621446171.6581125,3,no_autocompletion_text_1,False,i,1621446171.6581411,1621446171.6581414,0
EventTypes.KEY_PRESSED,1621446171.8139908,3,no_autocompletion_text_1,False,c,1621446171.813992,1621446171.813992,0
EventTypes.KEY_PRESSED,1621446171.9340336,3,no_autocompletion_text_1,False,h,1621446171.9340343,1621446171.9340346,0
EventTypes.KEY_PRESSED,1621446172.2862089,3,no_autocompletion_text_1,False,,1621446172.2862096,1621446172.28621,0
EventTypes.KEY_PRESSED,1621446172.430157,3,no_autocompletion_text_1,False,,1621446172.430158,1621446172.4301581,0
EventTypes.KEY_PRESSED,1621446172.550032,3,no_autocompletion_text_1,False,,1621446172.5500329,1621446172.550033,0
EventTypes.KEY_PRESSED,1621446172.6779866,3,no_autocompletion_text_1,False,,1621446172.6779873,1621446172.6779878,0
EventTypes.KEY_PRESSED,1621446172.8060327,3,no_autocompletion_text_1,False,,1621446172.8060336,1621446172.8060338,0
EventTypes.KEY_PRESSED,1621446173.013971,3,no_autocompletion_text_1,False,l,1621446173.013972,1621446173.0139723,0
EventTypes.KEY_PRESSED,1621446173.1540294,3,no_autocompletion_text_1,False,e,1621446173.15403,1621446173.1540306,0
EventTypes.KEY_PRESSED,1621446173.2677312,3,no_autocompletion_text_1,False,i,1621446173.2677321,1621446173.2677321,0
EventTypes.KEY_PRESSED,1621446173.4064293,3,no_autocompletion_text_1,False,c,1621446173.4064302,1621446173.4064302,0
EventTypes.KEY_PRESSED,1621446173.490301,3,no_autocompletion_text_1,False,h,1621446173.4903016,1621446173.4903018,0
EventTypes.KEY_PRESSED,1621446173.6300244,3,no_autocompletion_text_1,False, ,1621446173.6300254,1621446173.6300254,0
EventTypes.WORD_TYPED,1621446173.6300702,3,no_autocompletion_text_1,False,gleich,1621446173.630069,1621446173.0140405,0.6160285472869873
EventTypes.KEY_PRESSED,1621446173.7297952,3,no_autocompletion_text_1,False,d,1621446173.7297964,1621446173.7297966,0
EventTypes.KEY_PRESSED,1621446173.8140545,3,no_autocompletion_text_1,False,e,1621446173.8140552,1621446173.8140554,0
EventTypes.KEY_PRESSED,1621446173.9062228,3,no_autocompletion_text_1,False,n,1621446173.9062648,1621446173.906265,0
EventTypes.KEY_PRESSED,1621446174.0379546,3,no_autocompletion_text_1,False, ,1621446174.037955,1621446174.0379553,0
EventTypes.WORD_TYPED,1621446174.03802,3,no_autocompletion_text_1,False,den,1621446174.0380182,1621446173.7298632,0.3081550598144531
EventTypes.KEY_PRESSED,1621446174.9180024,3,no_autocompletion_text_1,False,s,1621446174.9180036,1621446174.9180036,0
EventTypes.KEY_PRESSED,1621446175.9099727,3,no_autocompletion_text_1,False,ü,1621446175.9099736,1621446175.909974,0
EventTypes.KEY_PRESSED,1621446176.1381848,3,no_autocompletion_text_1,False,ß,1621446176.1381855,1621446176.1381857,0
EventTypes.KEY_PRESSED,1621446176.9223013,3,no_autocompletion_text_1,False,e,1621446176.9223022,1621446176.9223022,0
EventTypes.KEY_PRESSED,1621446177.022319,3,no_autocompletion_text_1,False,n,1621446177.02232,1621446177.0223203,0
EventTypes.KEY_PRESSED,1621446177.190136,3,no_autocompletion_text_1,False, ,1621446177.1901374,1621446177.1901374,0
EventTypes.WORD_TYPED,1621446177.190192,3,no_autocompletion_text_1,False,süßen,1621446177.1901906,1621446174.918058,2.272132635116577
EventTypes.KEY_PRESSED,1621446177.4061842,3,no_autocompletion_text_1,False,,1621446177.4061854,1621446177.4061854,0
EventTypes.KEY_PRESSED,1621446177.5621035,3,no_autocompletion_text_1,False,F,1621446177.5621045,1621446177.5621045,0
EventTypes.KEY_PRESSED,1621446178.2181,3,no_autocompletion_text_1,False,r,1621446178.218101,1621446178.218101,0
EventTypes.KEY_PRESSED,1621446178.3220222,3,no_autocompletion_text_1,False,ü,1621446178.322023,1621446178.3220232,0
EventTypes.KEY_PRESSED,1621446178.634077,3,no_autocompletion_text_1,False,h,1621446178.6340783,1621446178.6340783,0
EventTypes.KEY_PRESSED,1621446178.7419975,3,no_autocompletion_text_1,False,l,1621446178.7419987,1621446178.7419987,0
EventTypes.KEY_PRESSED,1621446178.9460518,3,no_autocompletion_text_1,False,i,1621446178.9460526,1621446178.9460528,0
EventTypes.KEY_PRESSED,1621446179.1380692,3,no_autocompletion_text_1,False,n,1621446179.1380706,1621446179.1380706,0
EventTypes.KEY_PRESSED,1621446179.2096863,3,no_autocompletion_text_1,False,g,1621446179.209687,1621446179.209687,0
EventTypes.KEY_PRESSED,1621446179.321611,3,no_autocompletion_text_1,False,s,1621446179.321612,1621446179.3216121,0
EventTypes.KEY_PRESSED,1621446179.674103,3,no_autocompletion_text_1,False,m,1621446179.6741037,1621446179.6741037,0
EventTypes.KEY_PRESSED,1621446179.7820868,3,no_autocompletion_text_1,False,o,1621446179.782088,1621446179.7820883,0
EventTypes.KEY_PRESSED,1621446179.9540284,3,no_autocompletion_text_1,False,r,1621446179.9540296,1621446179.9540296,0
EventTypes.KEY_PRESSED,1621446180.1580586,3,no_autocompletion_text_1,False,g,1621446180.1580596,1621446180.1580598,0
EventTypes.KEY_PRESSED,1621446180.2540348,3,no_autocompletion_text_1,False,e,1621446180.2540355,1621446180.2540355,0
EventTypes.KEY_PRESSED,1621446180.3260088,3,no_autocompletion_text_1,False,n,1621446180.3260095,1621446180.3260098,0
EventTypes.KEY_PRESSED,1621446180.6547334,3,no_autocompletion_text_1,False,",",1621446180.6547344,1621446180.6547344,0
EventTypes.WORD_TYPED,1621446180.654781,3,no_autocompletion_text_1,False,Frühlingsmorgen,1621446180.65478,1621446177.5621872,3.092592716217041
EventTypes.KEY_PRESSED,1621446180.9340546,3,no_autocompletion_text_1,False, ,1621446180.9340556,1621446180.9340556,0
EventTypes.KEY_PRESSED,1621446181.2740126,3,no_autocompletion_text_1,False,d,1621446181.2740138,1621446181.2740138,0
EventTypes.KEY_PRESSED,1621446181.3780744,3,no_autocompletion_text_1,False,i,1621446181.3780754,1621446181.3780754,0
EventTypes.KEY_PRESSED,1621446182.0261016,3,no_autocompletion_text_1,False,e,1621446182.0261025,1621446182.0261025,0
EventTypes.KEY_PRESSED,1621446182.1379864,3,no_autocompletion_text_1,False, ,1621446182.1379874,1621446182.1379874,0
EventTypes.WORD_TYPED,1621446182.1380482,3,no_autocompletion_text_1,False,die,1621446182.1380467,1621446181.2740712,0.8639755249023438
EventTypes.KEY_PRESSED,1621446182.3660598,3,no_autocompletion_text_1,False,i,1621446182.366061,1621446182.3660612,0
EventTypes.KEY_PRESSED,1621446182.502055,3,no_autocompletion_text_1,False,c,1621446182.5020556,1621446182.502056,0
EventTypes.KEY_PRESSED,1621446182.6503024,3,no_autocompletion_text_1,False,h,1621446182.6503031,1621446182.6503036,0
EventTypes.KEY_PRESSED,1621446182.7859392,3,no_autocompletion_text_1,False, ,1621446182.7859402,1621446182.7859404,0
EventTypes.WORD_TYPED,1621446182.7859876,3,no_autocompletion_text_1,False,ich,1621446182.7859867,1621446182.366152,0.41983461380004883
EventTypes.KEY_PRESSED,1621446183.3102562,3,no_autocompletion_text_1,False,m,1621446183.3102572,1621446183.3102572,0
EventTypes.KEY_PRESSED,1621446183.3780742,3,no_autocompletion_text_1,False,i,1621446183.378075,1621446183.378075,0
EventTypes.KEY_PRESSED,1621446183.5462043,3,no_autocompletion_text_1,False,t,1621446183.5462055,1621446183.5462055,0
EventTypes.KEY_PRESSED,1621446183.6659906,3,no_autocompletion_text_1,False, ,1621446183.6659913,1621446183.6659918,0
EventTypes.WORD_TYPED,1621446183.666056,3,no_autocompletion_text_1,False,mit,1621446183.6660547,1621446183.3103068,0.35574793815612793
EventTypes.KEY_PRESSED,1621446183.8060052,3,no_autocompletion_text_1,False,g,1621446183.8060067,1621446183.8060067,0
EventTypes.KEY_PRESSED,1621446183.9300838,3,no_autocompletion_text_1,False,a,1621446183.930085,1621446183.930085,0
EventTypes.KEY_PRESSED,1621446184.0700624,3,no_autocompletion_text_1,False,n,1621446184.070063,1621446184.0700634,0
EventTypes.KEY_PRESSED,1621446184.2139916,3,no_autocompletion_text_1,False,z,1621446184.2139924,1621446184.2139924,0
EventTypes.KEY_PRESSED,1621446184.3900108,3,no_autocompletion_text_1,False,e,1621446184.3900118,1621446184.3900118,0
EventTypes.KEY_PRESSED,1621446184.5060418,3,no_autocompletion_text_1,False,m,1621446184.5060427,1621446184.506043,0
EventTypes.KEY_PRESSED,1621446184.6493056,3,no_autocompletion_text_1,False, ,1621446184.6493065,1621446184.6493065,0
EventTypes.WORD_TYPED,1621446184.649358,3,no_autocompletion_text_1,False,ganzem,1621446184.6493564,1621446183.8060703,0.8432860374450684
EventTypes.KEY_PRESSED,1621446184.8741393,3,no_autocompletion_text_1,False,,1621446184.8741405,1621446184.8741405,0
EventTypes.KEY_PRESSED,1621446185.0170238,3,no_autocompletion_text_1,False,H,1621446185.0170245,1621446185.0170248,0
EventTypes.KEY_PRESSED,1621446185.293004,3,no_autocompletion_text_1,False,e,1621446185.2930048,1621446185.293005,0
EventTypes.KEY_PRESSED,1621446185.3573172,3,no_autocompletion_text_1,False,r,1621446185.357318,1621446185.3573184,0
EventTypes.KEY_PRESSED,1621446185.6292167,3,no_autocompletion_text_1,False,z,1621446185.6292179,1621446185.6292179,0
EventTypes.KEY_PRESSED,1621446185.796954,3,no_autocompletion_text_1,False,e,1621446185.7969546,1621446185.7969549,0
EventTypes.KEY_PRESSED,1621446185.926968,3,no_autocompletion_text_1,False,n,1621446185.926969,1621446185.9269695,0
EventTypes.KEY_PRESSED,1621446186.125378,3,no_autocompletion_text_1,False, ,1621446186.1253786,1621446186.1253786,0
EventTypes.WORD_TYPED,1621446186.125428,3,no_autocompletion_text_1,False,Herzen,1621446186.1254268,1621446185.017078,1.1083488464355469
EventTypes.KEY_PRESSED,1621446186.2692842,3,no_autocompletion_text_1,False,,1621446186.2692854,1621446186.2692854,0
EventTypes.KEY_PRESSED,1621446186.6170974,3,no_autocompletion_text_1,False,g,1621446186.6170983,1621446186.6170986,0
EventTypes.KEY_PRESSED,1621446186.7049162,3,no_autocompletion_text_1,False,e,1621446186.7049172,1621446186.7049172,0
EventTypes.KEY_PRESSED,1621446186.8009593,3,no_autocompletion_text_1,False,n,1621446186.80096,1621446186.80096,0
EventTypes.KEY_PRESSED,1621446186.925443,3,no_autocompletion_text_1,False,i,1621446186.925444,1621446186.9254441,0
EventTypes.KEY_PRESSED,1621446189.4251785,3,no_autocompletion_text_1,False,e,1621446189.4251797,1621446189.4251797,0
EventTypes.KEY_PRESSED,1621446190.737095,3,no_autocompletion_text_1,False,ß,1621446190.7370963,1621446190.7370963,0
EventTypes.KEY_PRESSED,1621446190.86902,3,no_autocompletion_text_1,False,e,1621446190.869021,1621446190.869021,0
EventTypes.KEY_PRESSED,1621446191.553168,3,no_autocompletion_text_1,False,.,1621446191.553169,1621446191.5531693,0
EventTypes.WORD_TYPED,1621446191.553216,3,no_autocompletion_text_1,False,genieße,1621446191.5532148,1621446186.6171522,4.936062574386597
EventTypes.SENTENCE_TYPED,1621446191.5532336,3,no_autocompletion_text_1,False,"Eine wunderbare Heiterkeit hat meine ganze Seele eingenommen, gleich den süßen Frühlingsmorgen, die ich mit ganzem Herzen genieße.",1621446191.553233,1621446157.5272162,34.02601671218872
EventTypes.KEY_PRESSED,1621446191.8050227,3,no_autocompletion_text_1,False, ,1621446191.805024,1621446191.8050241,0
EventTypes.KEY_PRESSED,1621446191.9732397,3,no_autocompletion_text_1,False,,1621446191.9732404,1621446191.9732406,0
EventTypes.KEY_PRESSED,1621446192.0650458,3,no_autocompletion_text_1,False,I,1621446192.0650465,1621446192.0650468,0
EventTypes.KEY_PRESSED,1621446192.2972665,3,no_autocompletion_text_1,False,c,1621446192.2972674,1621446192.2972674,0
EventTypes.KEY_PRESSED,1621446192.3930175,3,no_autocompletion_text_1,False,h,1621446192.3930185,1621446192.3930187,0
EventTypes.KEY_PRESSED,1621446192.5252512,3,no_autocompletion_text_1,False, ,1621446192.5252519,1621446192.525252,0
EventTypes.WORD_TYPED,1621446192.525297,3,no_autocompletion_text_1,False,None,1621446192.5252957,1621446192.0651062,0.4601895809173584
EventTypes.KEY_PRESSED,1621446192.6810467,3,no_autocompletion_text_1,False,b,1621446192.6810474,1621446192.681048,0
EventTypes.KEY_PRESSED,1621446192.7409892,3,no_autocompletion_text_1,False,i,1621446192.7409902,1621446192.7409904,0
EventTypes.KEY_PRESSED,1621446192.9450808,3,no_autocompletion_text_1,False,n,1621446192.9450817,1621446192.945082,0
EventTypes.KEY_PRESSED,1621446193.181105,3,no_autocompletion_text_1,False, ,1621446193.1811059,1621446193.181106,0
EventTypes.WORD_TYPED,1621446193.1811545,3,no_autocompletion_text_1,False,bin,1621446193.1811533,1621446192.681113,0.5000402927398682
EventTypes.KEY_PRESSED,1621446193.34106,3,no_autocompletion_text_1,False,a,1621446193.3410606,1621446193.3410609,0
EventTypes.KEY_PRESSED,1621446193.4730632,3,no_autocompletion_text_1,False,l,1621446193.4730642,1621446193.4730642,0
EventTypes.KEY_PRESSED,1621446193.6290896,3,no_autocompletion_text_1,False,l,1621446193.6290905,1621446193.6290905,0
EventTypes.KEY_PRESSED,1621446193.78919,3,no_autocompletion_text_1,False,e,1621446193.789191,1621446193.789191,0
EventTypes.KEY_PRESSED,1621446193.8997598,3,no_autocompletion_text_1,False,i,1621446193.8997605,1621446193.8997607,0
EventTypes.KEY_PRESSED,1621446194.0929997,3,no_autocompletion_text_1,False,n,1621446194.0930004,1621446194.0930007,0
EventTypes.KEY_PRESSED,1621446194.221071,3,no_autocompletion_text_1,False, ,1621446194.221072,1621446194.2210722,0
EventTypes.WORD_TYPED,1621446194.2211196,3,no_autocompletion_text_1,False,allein,1621446194.2211185,1621446193.3411345,0.8799839019775391
EventTypes.KEY_PRESSED,1621446194.3650603,3,no_autocompletion_text_1,False,u,1621446194.3650613,1621446194.3650613,0
EventTypes.KEY_PRESSED,1621446194.5610325,3,no_autocompletion_text_1,False,n,1621446194.5610335,1621446194.5610335,0
EventTypes.KEY_PRESSED,1621446194.717099,3,no_autocompletion_text_1,False,d,1621446194.7171001,1621446194.7171001,0
EventTypes.KEY_PRESSED,1621446194.8407066,3,no_autocompletion_text_1,False, ,1621446194.8407075,1621446194.8407075,0
EventTypes.WORD_TYPED,1621446194.8407533,3,no_autocompletion_text_1,False,und,1621446194.8407521,1621446194.365134,0.4756181240081787
EventTypes.KEY_PRESSED,1621446195.1450472,3,no_autocompletion_text_1,False,f,1621446195.1450484,1621446195.1450486,0
EventTypes.KEY_PRESSED,1621446195.34506,3,no_autocompletion_text_1,False,r,1621446195.3450608,1621446195.345061,0
EventTypes.KEY_PRESSED,1621446195.4410458,3,no_autocompletion_text_1,False,e,1621446195.4410467,1621446195.441047,0
EventTypes.KEY_PRESSED,1621446195.6170473,3,no_autocompletion_text_1,False,u,1621446195.6170483,1621446195.6170485,0
EventTypes.KEY_PRESSED,1621446196.3212252,3,no_autocompletion_text_1,False,e,1621446196.321226,1621446196.3212264,0
EventTypes.KEY_PRESSED,1621446196.569109,3,no_autocompletion_text_1,False, ,1621446196.5691097,1621446196.5691102,0
EventTypes.WORD_TYPED,1621446196.5691602,3,no_autocompletion_text_1,False,freue,1621446196.5691586,1621446195.145104,1.4240546226501465
EventTypes.KEY_PRESSED,1621446196.7930105,3,no_autocompletion_text_1,False,m,1621446196.7930114,1621446196.7930114,0
EventTypes.KEY_PRESSED,1621446196.8571358,3,no_autocompletion_text_1,False,i,1621446196.8571367,1621446196.857137,0
EventTypes.KEY_PRESSED,1621446196.9809763,3,no_autocompletion_text_1,False,c,1621446196.980977,1621446196.980977,0
EventTypes.KEY_PRESSED,1621446197.0731423,3,no_autocompletion_text_1,False,h,1621446197.073143,1621446197.0731432,0
EventTypes.KEY_PRESSED,1621446197.160983,3,no_autocompletion_text_1,False, ,1621446197.1609838,1621446197.160984,0
EventTypes.WORD_TYPED,1621446197.161029,3,no_autocompletion_text_1,False,mich,1621446197.161028,1621446196.7930658,0.367962121963501
EventTypes.KEY_PRESSED,1621446197.2970078,3,no_autocompletion_text_1,False,m,1621446197.2970088,1621446197.2970088,0
